"STATION","DATE","PRCP","TAVG"
"SPE00156117","2018","33.40","61.3"
"SPE00156117","2020","20.00","61.5"
"SPE00156117","2021","20.81","61.0"
"SPE00156117","2022","22.52","63.1"
"SPE00156117","2023",,
"SPE00156513","2008","45.54","50.7"
"SPE00156513","2009","32.56","51.7"
"SPE00156513","2010","39.19","50.0"
"SPE00156513","2011","58.55","52.1"
"SPE00156513","2012","28.40","50.4"
"SPE00156513","2013","43.76","49.2"
"SPE00156513","2014","43.94","51.5"
"SPE00156513","2015","37.75","52.2"
"SPE00156513","2016","36.86","51.7"
"SPE00156513","2017","33.54","52.0"
"SPE00156513","2018","62.57","51.7"
"SPE00156513","2020","61.09","52.1"
"SPE00156513","2021","39.72","51.5"
"SPE00156513","2022","33.18","53.6"
"SPE00156513","2023",,
"SPE00155955","2008","17.26","57.8"
"SPE00155955","2009","15.37",
"SPE00155955","2010","13.00","57.0"
"SPE00155955","2011","10.58","59.0"
"SPE00155955","2012","14.47","58.0"
"SPE00155955","2013","14.69","56.5"
"SPE00155955","2014","20.54","58.8"
"SPE00155955","2015","12.13","58.3"
"SPE00155955","2016","13.97","57.7"
"SPE00155955","2017","14.11","58.6"
"SPE00155955","2018","21.76","58.7"
"SPE00155955","2020","18.22","59.3"
"SPE00155955","2021","12.85","58.2"
"SPE00155955","2022","9.85","61.2"
"SPE00155955","2023",,
"SPE00156648","2008","18.98",
"SPE00156648","2009","18.13","60.9"
"SPE00156648","2010","23.43","57.7"
"SPE00156648","2011","21.55","60.0"
"SPE00156648","2012","15.33","59.3"
"SPE00156648","2013","25.23","58.8"
"SPE00156648","2014","23.07","60.2"
"SPE00156648","2015","15.69","60.4"
"SPE00156648","2016","18.39","60.7"
"SPE00156648","2017","12.56","61.4"
"SPE00156648","2018","27.31","61.1"
"SPE00156648","2020","27.63","61.2"
"SPE00156648","2021","14.60","60.9"
"SPE00156648","2022","13.31","63.3"
"SPE00156648","2023",,
"SPE00155315","1939","18.95",
"SPE00155315","1940","11.24","57.7"
"SPE00155315","1941","18.66","56.2"
"SPE00155315","1942","23.72","58.1"
"SPE00155315","1943","23.45","59.1"
"SPE00155315","1944","14.83","56.8"
"SPE00155315","1945","12.30","59.7"
"SPE00120350","1954","24.02","54.1"
"SPE00120350","1955","24.61","56.8"
"SPE00120350","1956","23.79","53.1"
"SPE00120350","1957","21.88","54.9"
"SPE00120350","1958","33.37","55.8"
"SPE00120350","1959","39.74","56.0"
"SPE00120350","1960","37.39","54.8"
"SPE00120350","1961","40.88",
"SPE00120350","1962","31.60","54.8"
"SPE00120350","1963","38.21",
"SPE00120350","1964",,
"SPE00120350","1965","34.81",
"SPE00120350","1967","36.00",
"SPE00120350","1969","36.82",
"SPE00120350","1972","42.55","52.6"
"SPE00120350","1973","28.53","53.9"
"SPE00120350","1974","35.58","53.6"
"SPE00120350","1975","34.91","54.4"
"SPE00120350","1976",,"54.5"
"SPE00120350","1977",,"54.1"
"SPE00120350","1978",,"53.9"
"SPE00120350","1979",,"53.5"
"SPE00120350","1980",,"53.2"
"SPE00120350","1981",,"55.0"
"SPE00120350","1982",,"55.4"
"SPE00120350","1983","28.92","55.1"
"SPE00120350","1984","37.93","53.0"
"SPE00120350","1985","25.18","54.6"
"SPE00120350","1986","25.33","54.2"
"SPE00120350","1987",,"55.0"
"SPE00120350","1988","32.98","54.8"
"SPE00120350","1989","23.80","56.5"
"SPE00120350","1990","27.26","56.0"
"SPE00120350","1991","27.72","54.4"
"SPE00120350","1992","35.54","54.3"
"SPE00120350","1993","29.61","54.1"
"SPE00120350","1994","25.85",
"SPE00120350","1995","22.93","56.0"
"SPE00120350","1996","33.36","54.2"
"SPE00120350","1997","36.58","56.7"
"SPE00120350","1999","34.01","54.4"
"SPE00120350","2000","33.56","56.0"
"SPE00120350","2001","24.33","55.6"
"SPE00120350","2002","32.18","56.0"
"SPE00120350","2003","32.43","57.2"
"SPE00120350","2004","28.20","55.3"
"SPE00120350","2005",,"55.0"
"SPE00120350","2007","32.44","55.4"
"SPE00120350","2008","36.05","55.1"
"SPE00120350","2009","33.46","56.3"
"SPE00120350","2010","30.83","54.6"
"SPE00120350","2011","21.41","57.6"
"SPE00120350","2012","29.65","56.0"
"SPE00120350","2013","48.31","55.5"
"SPE00120350","2014","39.04","57.2"
"SPE00120350","2015","35.77","56.9"
"SPE00120350","2016","29.17","56.6"
"SPE00120350","2017","30.18","57.4"
"SPE00120350","2018","37.95","57.2"
"SPE00120350","2019","40.57","57.6"
"SPE00120350","2021","32.32",
"SPE00120350","2022",,
"SPE00173123","2016","20.53","60.1"
"SPE00173123","2017","14.08","60.7"
"SPE00173123","2018","33.83","60.4"
"SPE00173123","2020","32.52","61.3"
"SPE00173123","2021","25.06","60.1"
"SPE00173123","2022","14.69","63.0"
"SPE00173123","2023",,
"SP000004452","1955","22.58","63.4"
"SP000004452","1956","20.76","59.4"
"SP000004452","1957","16.22","60.9"
"SP000004452","1958","18.37",
"SP000004452","1959","17.92","62.2"
"SP000004452","1960","28.27","61.4"
"SP000004452","1961","21.27","62.8"
"SP000004452","1962","23.59",
"SP000004452","1963","28.23","61.4"
"SP000004452","1964","14.63","61.8"
"SP000004452","1965","21.80","61.1"
"SP000004452","1966","20.73","61.0"
"SP000004452","1967","17.96",
"SP000004452","1968","19.32","61.6"
"SP000004452","1969","28.83",
"SP000004452","1970","16.93",
"SP000004452","1971","19.00",
"SP000004452","1972","21.28","59.9"
"SP000004452","1973","11.04",
"SP000004452","1974","10.80","61.0"
"SP000004452","1975","17.70","60.6"
"SP000004452","1976","25.33","60.8"
"SP000004452","1977","21.69","61.5"
"SP000004452","1978","22.99","61.6"
"SP000004452","1979","28.32",
"SP000004452","1980","13.94","60.9"
"SP000004452","1981","14.49",
"SP000004452","1982","12.15","61.6"
"SP000004452","1983","18.45","62.3"
"SP000004452","1984","20.17","61.1"
"SP000004452","1985","16.78","62.2"
"SP000004452","1986","15.69","61.5"
"SP000004452","1987","21.31","63.1"
"SP000004452","1988","17.48","61.9"
"SP000004452","1989","29.55",
"SP000004452","1990","12.15","63.3"
"SP000004452","1991","11.92","62.2"
"SP000004452","1992","15.25","62.0"
"SP000004452","1993","15.93","60.5"
"SP000004452","1994","12.87",
"SP000004452","1995","16.30",
"SP000004452","1996","25.01","62.4"
"SP000004452","1997","29.01","63.9"
"SP000004452","1998","13.15","63.0"
"SP000004452","1999","15.22",
"SP000004452","2000","22.20","62.6"
"SP000004452","2001","19.33","63.2"
"SP000004452","2002","18.17","63.2"
"SP000004452","2003","18.74","63.5"
"SP000004452","2004","12.92","62.9"
"SP000004452","2005","9.01","62.6"
"SP000004452","2006","17.80","63.8"
"SP000004452","2007","12.39","61.9"
"SP000004452","2008","16.97","62.3"
"SP000004452","2009","17.17","64.2"
"SP000004452","2010","30.48","63.1"
"SP000004452","2011","18.76","63.4"
"SP000004452","2012","12.50","62.4"
"SP000004452","2013","20.17","63.1"
"SP000004452","2014","18.07","64.0"
"SP000004452","2015","12.18","64.6"
"SP000004452","2016","17.65","64.3"
"SP000004452","2017","9.84","65.1"
"SP000004452","2018","19.38","62.9"
"SP000004452","2019","11.15","63.9"
"SP000004452","2020","16.46","64.5"
"SP000004452","2021","17.58","63.5"
"SP000004452","2022","17.80","65.2"
"SP000004452","2023","15.39",
"SPE00120233","1951","33.15","54.6"
"SPE00120233","1952","21.08","55.5"
"SPE00120233","1953","12.77","55.7"
"SPE00120233","1954","16.70","54.1"
"SPE00120233","1955","30.50","57.2"
"SPE00120233","1956","21.33","53.7"
"SPE00120233","1957","19.59","55.3"
"SPE00120233","1958","27.54","54.9"
"SPE00120233","1959","30.88",
"SPE00120233","1960","37.04","55.1"
"SPE00120233","1961","30.34","57.0"
"SPE00120233","1962","21.94","55.4"
"SPE00120233","1963","27.62","54.3"
"SPE00120233","1964","19.96","55.2"
"SPE00120233","1965","20.51","54.8"
"SPE00120233","1966","39.11","54.9"
"SPE00120233","1967","18.68","54.7"
"SPE00120233","1968","25.85","55.0"
"SPE00120233","1969","24.60","53.8"
"SPE00120233","1970","20.04","54.0"
"SPE00120233","1971","26.70","52.9"
"SPE00120233","1972","24.06","53.3"
"SPE00120233","1973","18.09","53.6"
"SPE00120233","1974","22.57","53.1"
"SPE00120233","1975","20.64","54.0"
"SPE00120233","1976","23.22","54.0"
"SPE00120233","1977","31.59","53.9"
"SPE00120233","1978","37.49","54.4"
"SPE00120233","1979","34.63","54.7"
"SPE00120233","1980","23.52","54.0"
"SPE00120233","1981","25.85","54.6"
"SPE00120233","1982","20.78","55.4"
"SPE00120233","1983","26.28","54.4"
"SPE00120233","1984","32.47","54.0"
"SPE00120233","1985","30.75","54.4"
"SPE00120233","1986","24.66","54.4"
"SPE00120233","1987","27.94","55.7"
"SPE00120233","1988","22.60","54.2"
"SPE00120233","1989","29.45","56.7"
"SPE00120233","1990","18.89","56.3"
"SPE00120233","1991","20.85","55.1"
"SPE00120233","1992","20.72","54.9"
"SPE00120233","1993","24.75","53.9"
"SPE00120233","1994","23.64","55.6"
"SPE00120233","1995","34.42","57.0"
"SPE00120233","1996","27.77","55.3"
"SPE00120233","1997","29.48","56.9"
"SPE00120233","1998","19.32","55.8"
"SPE00120233","1999","30.61","55.1"
"SPE00120233","2000","31.85","55.5"
"SPE00120233","2001","30.60","55.4"
"SPE00120233","2002","26.93","55.8"
"SPE00120233","2003","26.44","56.5"
"SPE00120233","2004","20.52","54.9"
"SPE00120233","2005","14.83","55.3"
"SPE00120233","2006","27.94","56.6"
"SPE00120233","2007","16.84","55.2"
"SPE00120233","2008","22.03","55.2"
"SPE00120233","2009","30.10","57.0"
"SPE00120233","2010","30.74","56.0"
"SPE00120233","2011","18.09","57.0"
"SPE00120233","2012","18.41","55.3"
"SPE00120233","2013","29.99","55.8"
"SPE00120233","2014","29.01","57.1"
"SPE00120233","2015","20.08","57.1"
"SPE00120233","2016","32.06","57.0"
"SPE00120233","2017","18.31","58.1"
"SPE00120233","2018","29.06","56.8"
"SPE00120233","2019","29.41","56.8"
"SPE00120233","2020","20.50","58.3"
"SPE00120233","2021","20.62","56.7"
"SPE00120233","2022","21.89","58.9"
"SPE00120233","2023","30.90",
"SPE00155273","1967","27.43","58.8"
"SPE00155273","1968","30.28","58.7"
"SPE00155273","1969","46.33","57.4"
"SPE00155273","1970","31.69","57.2"
"SPE00155273","1971","45.77","57.8"
"SPE00155273","1972","44.49","57.0"
"SPE00155273","1973","22.11","57.8"
"SPE00155273","1974","30.04","57.2"
"SPE00155273","1975",,
"SPE00155273","1976","37.81","57.5"
"SPE00155273","1977","61.47","57.8"
"SPE00120593","1973","15.35",
"SPE00120593","1974","17.12","52.4"
"SPE00120593","1975","14.42","52.8"
"SPE00120593","1976","19.64","53.2"
"SPE00120593","1977","22.25","53.0"
"SPE00120593","1978","20.58","53.5"
"SPE00120593","1979","20.25","53.8"
"SPE00120593","1980","15.06","52.9"
"SPE00120593","1981","16.19","54.3"
"SPE00120593","1982","14.52","54.9"
"SPE00120593","1983","13.66","54.1"
"SPE00120593","1984","20.27","53.1"
"SPE00120593","1985","12.95","54.2"
"SPE00120593","1986","13.81","53.7"
"SPE00120593","1987","17.05","55.1"
"SPE00120593","1988","16.87","53.9"
"SPE00120593","1989","21.71","56.4"
"SPE00120593","1990","12.90","55.6"
"SPE00120593","1991","9.39","54.2"
"SPE00120593","1992","14.11","54.3"
"SPE00120593","1993","17.48","53.0"
"SPE00120593","1994","15.17","55.4"
"SPE00120593","1995","16.45","56.6"
"SPE00120593","1996","20.25","54.8"
"SPE00120593","1997","27.51","56.6"
"SPE00120593","1998","14.53","55.3"
"SPE00120593","1999","18.30","54.8"
"SPE00120593","2000","20.72","54.8"
"SPE00120593","2001","15.95","55.1"
"SPE00120593","2002","18.82","55.7"
"SPE00120593","2003","23.70","56.1"
"SPE00120593","2004","12.72","54.6"
"SPE00120593","2005","10.86","55.0"
"SPE00120593","2006","20.56","56.2"
"SPE00120593","2007","19.51","54.0"
"SPE00120593","2008","21.50","53.9"
"SPE00120593","2009","13.24","56.2"
"SPE00120593","2010","20.87","54.6"
"SPE00120593","2011","12.79","56.8"
"SPE00120593","2012","14.65","54.6"
"SPE00120593","2013","19.97","53.9"
"SPE00120593","2014","17.08","56.5"
"SPE00120593","2015","13.77","56.0"
"SPE00120593","2016","17.98","55.4"
"SPE00120593","2017","7.51","57.6"
"SPE00120593","2018","23.47","56.0"
"SPE00120593","2019","15.65","56.6"
"SPE00120593","2020","17.42","57.5"
"SPE00120593","2021","15.70","56.3"
"SPE00120593","2022","17.09","58.4"
"SPE00120593","2023","16.67",
"SPE00120116","1951","17.88",
"SPE00120116","1952","14.43",
"SPE00120116","1958","12.96",
"SPE00120116","1959","18.48",
"SPE00120116","1960","15.36",
"SPE00120116","1961","14.29",
"SPE00120116","1962","14.06",
"SPE00120116","1964","13.29",
"SPE00120116","1965",,"55.6"
"SPE00120116","1966","23.09","56.8"
"SPE00120116","1967","18.55",
"SPE00120116","1968","18.82","57.0"
"SPE00120116","1969","24.57","54.9"
"SPE00120116","1970","13.50","55.6"
"SPE00120116","1971","21.91",
"SPE00120116","1972","34.89","55.5"
"SPE00120116","1973","16.28","55.9"
"SPE00120116","1974","12.04",
"SPE00120116","1975","17.27","55.4"
"SPE00120116","1976","22.52","55.6"
"SPE00120116","1977","22.63","55.5"
"SPE00120116","1978","18.85","55.9"
"SPE00120116","1979","19.76","57.1"
"SPE00120116","1980",,
"SPE00120116","1982","17.56","56.8"
"SPE00120116","1983","8.28","57.1"
"SPE00120116","1984","15.41","55.3"
"SPE00120116","1985",,
"SPE00120512","1951","27.81","64.2"
"SPE00120512","1952","21.85","63.9"
"SPE00120512","1953","23.04","65.4"
"SPE00120512","1954","10.40","64.6"
"SPE00120512","1955","30.19","66.9"
"SPE00120512","1956","19.05","62.7"
"SPE00120512","1957","17.76","64.6"
"SPE00120512","1958","20.99","65.2"
"SPE00120512","1959","18.27","65.4"
"SPE00120512","1960","34.99","65.1"
"SPE00120512","1961","33.11","66.1"
"SPE00120512","1962","38.30","65.2"
"SPE00120512","1963","41.50","64.7"
"SPE00120512","1964","23.26","65.4"
"SPE00120512","1965","21.88","64.9"
"SPE00120512","1966","21.97","64.5"
"SPE00120512","1967","19.21","64.1"
"SPE00120512","1968","23.07","64.6"
"SPE00120512","1969","34.37","63.3"
"SPE00120512","1970","27.78","64.3"
"SPE00120512","1971","19.32","63.2"
"SPE00120512","1972","30.13","63.0"
"SPE00120512","1973","13.96","64.0"
"SPE00120512","1974","12.92","64.2"
"SPE00120512","1975","18.73","64.3"
"SPE00120512","1976","31.81","64.1"
"SPE00120512","1977","23.48","64.3"
"SPE00120512","1978","22.11","64.7"
"SPE00120512","1979","26.76","64.6"
"SPE00120512","1980","16.75","64.7"
"SPE00120512","1981","12.09","65.6"
"SPE00120512","1982","16.05","64.9"
"SPE00120512","1983","24.08","65.6"
"SPE00120512","1984","20.12","64.0"
"SPE00120512","1985","24.57","65.6"
"SPE00120512","1986","15.07","64.5"
"SPE00120512","1987","31.97","65.7"
"SPE00120512","1988","19.82","65.4"
"SPE00120512","1989","37.03","67.2"
"SPE00120512","1990","16.92","66.8"
"SPE00120512","1991","22.07","65.7"
"SPE00120512","1992","14.56","65.2"
"SPE00120512","1993","12.47","64.8"
"SPE00120512","1994","12.87","67.2"
"SPE00120512","1995","20.64","68.5"
"SPE00120512","1996","35.31","66.2"
"SPE00120512","1997","27.97","67.8"
"SPE00120512","1998","16.08","67.0"
"SPE00120512","1999","16.85","66.7"
"SPE00120512","2000","20.61","67.1"
"SPE00120512","2001","26.54","67.3"
"SPE00120512","2002","20.89",
"SPE00120512","2003","26.88","67.6"
"SPE00120512","2004","14.34","67.2"
"SPE00120512","2005","10.02","67.0"
"SPE00120512","2006","27.18","68.2"
"SPE00120512","2007","14.86","67.0"
"SPE00120512","2008","19.19","67.2"
"SPE00120512","2009","23.52","68.6"
"SPE00120512","2010","35.77","67.8"
"SPE00120512","2011","15.60","68.6"
"SPE00120512","2012","18.26","66.5"
"SPE00120512","2013","15.94","66.2"
"SPE00120512","2014","24.98","67.1"
"SPE00120512","2015","13.24","68.0"
"SPE00120512","2016","24.38","67.6"
"SPE00120512","2017","12.64","68.4"
"SPE00120512","2018","23.41","65.8"
"SPE00120512","2019","10.45","67.0"
"SPE00120512","2020","15.46",
"SPE00120512","2021","11.96","67.1"
"SPE00120512","2022","14.30","68.2"
"SPE00120512","2023","14.08",
"SPE00156090","2015","6.61","58.6"
"SPE00156090","2016","13.17","58.1"
"SPE00156090","2017","14.38","58.0"
"SPE00156090","2018","20.15","58.7"
"SPE00156090","2020","19.14","59.0"
"SPE00156090","2021","11.48","58.4"
"SPE00156090","2022","11.69","61.1"
"SPE00156090","2023",,
"SPE00119936","1956","18.00",
"SPE00119936","1957","22.30",
"SPE00119936","1958","20.80","65.3"
"SPE00119936","1959","17.20",
"SPE00119936","1960","37.04","65.3"
"SPE00119936","1961","31.34","66.4"
"SPE00119936","1962","33.80","65.5"
"SPE00119936","1963","37.77",
"SPE00119936","1964","15.50",
"SPE00119936","1965","19.98","64.1"
"SPE00119936","1966","14.02",
"SPE00119936","1967","19.84","63.6"
"SPE00119936","1968","23.89",
"SPE00119936","1969","39.65",
"SPE00119936","1970","31.08",
"SPE00119936","1971","23.12",
"SPE00119936","1972","31.40",
"SPE00119936","1973","15.87",
"SPE00119936","1974","12.60",
"SPE00119936","1975","22.77",
"SPE00119936","1976","29.76","64.7"
"SPE00119936","1977","29.35","65.3"
"SPE00119936","1978","23.16","65.8"
"SPE00119936","1979",,
"SPE00119936","1982","19.20",
"SPE00119936","1983","18.60",
"SPE00119936","1984","21.50","64.3"
"SPE00119936","1985","21.17","65.4"
"SPE00119936","1986",,
"SPE00119936","1988","18.91",
"SPE00119936","1990","14.19","66.1"
"SPE00119936","1991","21.78","64.4"
"SPE00119936","1992","14.74","64.4"
"SPE00119936","1993","18.79","63.6"
"SPE00119936","1994","11.04","64.9"
"SPE00119936","1995","17.93","66.2"
"SPE00119936","1996","42.49","65.6"
"SPE00119936","1997",,
"SPE00119936","1998","15.20","66.1"
"SPE00119936","1999",,
"SPE00119936","2000","22.71",
"SPE00119936","2001","14.44","65.8"
"SPE00119936","2002","21.28","65.5"
"SPE00119936","2003","31.21","66.0"
"SPE00119936","2004","14.97","65.6"
"SPE00119936","2005","11.29","65.4"
"SPE00119936","2006","21.32","66.3"
"SPE00119936","2007","17.51","65.4"
"SPE00119936","2008","27.61","65.4"
"SPE00119936","2009",,
"SPE00119936","2012","21.10","65.5"
"SPE00119936","2013","21.87","65.7"
"SPE00119936","2014","25.06","65.7"
"SPE00119936","2015","18.27","66.3"
"SPE00119936","2016","21.51","66.8"
"SPE00119936","2017","15.83","67.4"
"SPE00119936","2018","24.45","65.4"
"SPE00119936","2019","7.21","66.0"
"SPE00119936","2020","24.80","67.4"
"SPE00119936","2021","16.74","66.7"
"SPE00119936","2022","17.84","67.9"
"SPE00119936","2023",,
"SPE00156360","2008","46.71","46.7"
"SPE00156360","2009","25.15","48.5"
"SPE00156360","2010","29.70","45.7"
"SPE00156360","2011","23.51","49.5"
"SPE00156360","2012","25.26","48.5"
"SPE00156360","2013","29.18","46.6"
"SPE00156360","2014","31.39","48.5"
"SPE00156360","2015","19.13","49.8"
"SPE00156360","2016","24.19","48.6"
"SPE00156360","2017","20.00","49.5"
"SPE00156360","2018","43.55","47.9"
"SPE00156360","2020","32.15","49.1"
"SPE00156360","2021","21.04","48.0"
"SPE00156360","2022","25.46","51.1"
"SPE00156360","2023",,
"SPE00120359","1975","37.28","53.1"
"SPE00120359","1976","31.94","53.5"
"SPE00120359","1977","26.65","53.2"
"SPE00120359","1978",,"53.0"
"SPE00120359","1979","38.44","53.2"
"SPE00120359","1980","32.76","52.5"
"SPE00120359","1981","28.19","54.6"
"SPE00120359","1982","29.29","54.9"
"SPE00120359","1983","29.61","54.9"
"SPE00120359","1984","36.46","52.9"
"SPE00120359","1985",,"54.2"
"SPE00120359","1986","24.96","54.1"
"SPE00120359","1987","28.83","54.5"
"SPE00120359","1988",,"54.2"
"SPE00120359","1989",,"55.3"
"SPE00120359","1990","22.10","55.0"
"SPE00120359","1991","22.76","54.0"
"SPE00120359","1992","29.00","54.0"
"SPE00120359","1993",,"54.0"
"SPE00120359","1994","21.39","56.2"
"SPE00120359","1995","19.88","56.5"
"SPE00120359","1996","30.88","54.7"
"SPE00120359","1997","32.44","57.0"
"SPE00120359","1998","22.98","55.2"
"SPE00120359","1999","29.60",
"SPE00120359","2000","28.71","56.0"
"SPE00120359","2001","19.30","55.7"
"SPE00120359","2002","25.23","55.9"
"SPE00120359","2003","24.61","57.0"
"SPE00120359","2004","22.09","55.2"
"SPE00120359","2005","22.56","54.5"
"SPE00120359","2006","24.35","57.0"
"SPE00120359","2007","26.56","55.8"
"SPE00120359","2008","31.85","55.3"
"SPE00120359","2009","29.79","56.7"
"SPE00120359","2010","26.94","54.6"
"SPE00120359","2011","20.14","57.6"
"SPE00120359","2012","29.91","56.3"
"SPE00120359","2013","41.85","55.3"
"SPE00120359","2014","34.09","57.1"
"SPE00120359","2015","31.89",
"SPE00120359","2016","24.96","55.7"
"SPE00120359","2017","27.44","56.3"
"SPE00120359","2018","35.81","56.0"
"SPE00120359","2019","35.82","56.2"
"SPE00120359","2020","28.54","56.7"
"SPE00120359","2021","28.83","55.5"
"SPE00120359","2022","18.65","58.7"
"SPE00120359","2023","31.31",
"SP000009981","1905","13.72","61.3"
"SP000009981","1906","19.96","61.6"
"SP000009981","1907","22.37","61.3"
